name,rank,year,industry,sector,headquarters_state
Charter Communications,96,2017,Telecommunications,Telecommunications,CT
Northwestern Mutual,97,2017,"Insurance: Life, Health (Mutual)",Financials,WI
Facebook,98,2017,Internet Services and Retailing,Technology,CA
Travelers Cos.,99,2017,Insurance: Property and Casualty (Stock),Financials,NY
Capital One Financial,100,2017,Commercial Banks,Financials,VA
Twenty-First Century Fox,101,2017,Entertainment,Media,NY
USAA,102,2017,Insurance: Property and Casualty (Stock),Financials,TX
World Fuel Services,103,2017,Energy,Energy,FL
Philip Morris International,104,2017,Tobacco,"Food, Beverages & Tobacco",NY
Deere,105,2017,Construction and Farm Machinery,Industrials,IL
Kraft Heinz,106,2017,Food Consumer Products,"Food, Beverages & Tobacco",PA
Tech Data,107,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,FL
Avnet,108,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,AZ
Mondelez International,109,2017,Food Consumer Products,"Food, Beverages & Tobacco",IL
Macy's,110,2017,General Merchandisers,Retailing,OH
AbbVie,111,2017,Pharmaceuticals,Health Care,IL
McDonald's,112,2017,Food Services,"Hotels, Restaurants & Leisure",IL
DuPont,113,2017,Chemicals,Chemicals,DE
Northrop Grumman,114,2017,Aerospace & Defense,Aerospace & Defense,VA
ConocoPhillips,115,2017,"Mining, Crude-Oil Production",Energy,TX
Raytheon,116,2017,Aerospace & Defense,Aerospace & Defense,MA
Andeavor,117,2017,Petroleum Refining,Energy,TX
Arrow Electronics,118,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,CO
Qualcomm,119,2017,Semiconductors and Other Electronic Components,Technology,CA
Progressive,120,2017,Insurance: Property and Casualty (Stock),Financials,OH
Duke Energy,121,2017,Utilities: Gas and Electric,Energy,NC
Enterprise Products Partners,122,2017,Pipelines,Energy,TX
Amgen,123,2017,Pharmaceuticals,Health Care,CA
US Foods Holding,124,2017,Wholesalers: Food and Grocery,Wholesalers,IL
U.S. Bancorp,125,2017,Commercial Banks,Financials,MN
Aflac,126,2017,"Insurance: Life, Health (Stock)",Financials,GA
Sears Holdings,127,2017,General Merchandisers,Retailing,IL
Dollar General,128,2017,Specialty Retailers: Other,Retailing,TN
AutoNation,129,2017,"Automotive Retailing, Services",Retailing,FL
Community Health Systems,130,2017,Health Care: Medical Facilities,Health Care,TN
Starbucks,131,2017,Food Services,"Hotels, Restaurants & Leisure",WA
Eli Lilly,132,2017,Pharmaceuticals,Health Care,IN
International Paper,133,2017,"Packaging, Containers",Materials,TN
Tenet Healthcare,134,2017,Health Care: Medical Facilities,Health Care,TX
Abbott Laboratories,135,2017,Medical Products and Equipment,Health Care,IL
Dollar Tree,136,2017,Specialty Retailers: Other,Retailing,VA
Whirlpool,137,2017,"Electronics, Electrical Equipment",Industrials,MI
Southwest Airlines,138,2017,Airlines,Transportation,TX
Emerson Electric,139,2017,"Electronics, Electrical Equipment",Industrials,MO
Staples,140,2017,Specialty Retailers: Other,Retailing,MA
Plains GP Holdings,141,2017,Pipelines,Energy,TX
Penske Automotive Group,142,2017,"Automotive Retailing, Services",Retailing,MI
Union Pacific,143,2017,Railroads,Transportation,NE
Danaher,144,2017,"Scientific, Photographic and Control Equipment",Technology,DC
Southern,145,2017,Utilities: Gas and Electric,Energy,GA
ManpowerGroup,146,2017,Temporary Help,Business Services,WI
Bristol-Myers Squibb,147,2017,Pharmaceuticals,Health Care,NY
Altria Group,148,2017,Tobacco,"Food, Beverages & Tobacco",VA
Fluor,149,2017,Engineering & Construction,Engineering & Construction,TX
Kohl's,150,2017,General Merchandisers,Retailing,WI
Lear,151,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
Jabil,152,2017,Semiconductors and Other Electronic Components,Technology,FL
Hartford Financial Services Group,153,2017,Insurance: Property and Casualty (Stock),Financials,CT
Thermo Fisher Scientific,154,2017,"Scientific, Photographic and Control Equipment",Technology,MA
Kimberly-Clark,155,2017,Household and Personal Products,Household Products,TX
Molina Healthcare,156,2017,Health Care: Insurance and Managed Care,Health Care,CA
PG&E Corp.,157,2017,Utilities: Gas and Electric,Energy,CA
Supervalu,158,2017,Food & Drug Stores,Food & Drug Stores,MN
Cummins,159,2017,Industrial Machinery,Industrials,IN
CenturyLink,160,2017,Telecommunications,Telecommunications,LA
AECOM,161,2017,Engineering & Construction,Engineering & Construction,CA
Xerox,162,2017,Computer Peripherals,Technology,CT
Marriott International,163,2017,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",MD
Paccar,164,2017,Construction and Farm Machinery,Industrials,WA
General Mills,165,2017,Food Consumer Products,"Food, Beverages & Tobacco",MN
PNC Financial Services Group,166,2017,Commercial Banks,Financials,PA
American Electric Power,167,2017,Utilities: Gas and Electric,Energy,OH
Icahn Enterprises,168,2017,Diversified Financials,Financials,NY
Nucor,169,2017,Metals,Materials,NC
NextEra Energy,170,2017,Utilities: Gas and Electric,Energy,FL
Performance Food Group,171,2017,Wholesalers: Food and Grocery,Wholesalers,VA
PBF Energy,172,2017,Petroleum Refining,Energy,NJ
Halliburton,173,2017,"Oil and Gas Equipment, Services",Energy,TX
CarMax,174,2017,"Automotive Retailing, Services",Retailing,VA
Freeport-McMoRan,175,2017,"Mining, Crude-Oil Production",Energy,AZ
Whole Foods Market,176,2017,Food & Drug Stores,Food & Drug Stores,TX
Bank of New York Mellon,177,2017,Commercial Banks,Financials,NY
Gap,178,2017,Specialty Retailers: Apparel,Retailing,CA
Omnicom Group,179,2017,"Advertising, Marketing",Business Services,NY
Genuine Parts,180,2017,Wholesalers: Diversified,Wholesalers,GA
DaVita,181,2017,Health Care: Medical Facilities,Health Care,CO
Colgate-Palmolive,182,2017,Household and Personal Products,Household Products,NY
PPG Industries,183,2017,Chemicals,Chemicals,PA
Goodyear Tire & Rubber,184,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,OH
Synchrony Financial,185,2017,Diversified Financials,Financials,CT
DISH Network,186,2017,Telecommunications,Telecommunications,CO
Visa,187,2017,Financial Data Services,Business Services,CA
Nordstrom,188,2017,General Merchandisers,Retailing,WA
INTL FCStone,189,2017,Diversified Financials,Financials,NY
WestRock,190,2017,"Packaging, Containers",Materials,VA
XPO Logistics,191,2017,Transportation and Logistics,Transportation,CT
Aramark,192,2017,Diversified Outsourcing Services,Business Services,PA
CBS,193,2017,Entertainment,Media,NY
AES,194,2017,Utilities: Gas and Electric,Energy,VA
WellCare Health Plans,195,2017,Health Care: Insurance and Managed Care,Health Care,FL
FirstEnergy,196,2017,Utilities: Gas and Electric,Energy,OH
Conagra Brands,197,2017,Food Consumer Products,"Food, Beverages & Tobacco",IL
Synnex,198,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,CA
CDW,199,2017,Information Technology Services,Technology,IL
Textron,200,2017,Aerospace & Defense,Aerospace & Defense,RI
Waste Management,201,2017,Waste Management,Business Services,TX
Illinois Tool Works,202,2017,Industrial Machinery,Industrials,IL
Office Depot,203,2017,Specialty Retailers: Other,Retailing,FL
Monsanto,204,2017,Chemicals,Chemicals,MO
Cognizant Technology Solutions,205,2017,Information Technology Services,Technology,NJ
Texas Instruments,206,2017,Semiconductors and Other Electronic Components,Technology,TX
Lincoln National,207,2017,"Insurance: Life, Health (Stock)",Financials,PA
Newell Brands,208,2017,"Home Equipment, Furnishings",Household Products,NJ
Land O'Lakes,209,2017,Food Consumer Products,"Food, Beverages & Tobacco",MN
Marsh & McLennan,210,2017,Diversified Financials,Financials,NY
Ecolab,211,2017,Chemicals,Chemicals,MN
C.H. Robinson Worldwide,212,2017,Transportation and Logistics,Transportation,MN
Loews,213,2017,Insurance: Property and Casualty (Stock),Financials,NY
CBRE Group,214,2017,Real Estate,Financials,CA
Kinder Morgan,215,2017,Pipelines,Energy,TX
Kellogg,216,2017,Food Consumer Products,"Food, Beverages & Tobacco",MI
Western Digital,217,2017,Computer Peripherals,Technology,CA
Guardian Life Ins. Co. of America,218,2017,"Insurance: Life, Health (Mutual)",Financials,NY
Ross Stores,219,2017,Specialty Retailers: Apparel,Retailing,CA
L Brands,220,2017,Specialty Retailers: Apparel,Retailing,OH
J.C. Penney,221,2017,General Merchandisers,Retailing,TX
Farmers Insurance Exchange,222,2017,Insurance: Property and Casualty (Mutual),Financials,CA
Reynolds American,223,2017,Tobacco,"Food, Beverages & Tobacco",NC
Viacom,224,2017,Entertainment,Media,NY
Becton Dickinson,225,2017,Medical Products and Equipment,Health Care,NJ
Micron Technology,226,2017,Semiconductors and Other Electronic Components,Technology,ID
Principal Financial,227,2017,"Insurance: Life, Health (Stock)",Financials,IA
Arconic,228,2017,Aerospace & Defense,Aerospace & Defense,NY
NRG Energy,229,2017,Energy,Energy,NJ
VF,230,2017,Apparel,Apparel,NC
Devon Energy,231,2017,"Mining, Crude-Oil Production",Energy,OK
D.R. Horton,232,2017,Homebuilders,Engineering & Construction,TX
Bed Bath & Beyond,233,2017,Specialty Retailers: Other,Retailing,NJ
Consolidated Edison,234,2017,Utilities: Gas and Electric,Energy,NY
Edison International,235,2017,Utilities: Gas and Electric,Energy,CA
Sherwin-Williams,236,2017,Chemicals,Chemicals,OH
NGL Energy Partners,237,2017,Energy,Energy,OK
Dominion Energy,238,2017,Utilities: Gas and Electric,Energy,VA
Ameriprise Financial,239,2017,Diversified Financials,Financials,MN
ADP,240,2017,Diversified Outsourcing Services,Business Services,NJ
Hilton Worldwide Holdings,241,2017,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",VA
First Data,242,2017,Financial Data Services,Business Services,GA
Henry Schein,243,2017,Wholesalers: Health Care,Wholesalers,NY
"Toys ""R"" Us",244,2017,Specialty Retailers: Other,Retailing,NJ
BB&T Corp.,245,2017,Commercial Banks,Financials,NC
Reinsurance Group of America,246,2017,"Insurance: Life, Health (Stock)",Financials,MO
Core-Mark Holding,247,2017,Wholesalers: Food and Grocery,Wholesalers,CA
Biogen,248,2017,Pharmaceuticals,Health Care,MA
Las Vegas Sands,249,2017,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",NV
Stanley Black & Decker,250,2017,"Home Equipment, Furnishings",Household Products,CT
Parker-Hannifin,251,2017,Industrial Machinery,Industrials,OH
Stryker,252,2017,Medical Products and Equipment,Health Care,MI
Estee Lauder,253,2017,Household and Personal Products,Household Products,NY
Celgene,254,2017,Pharmaceuticals,Health Care,NJ
BlackRock,255,2017,Securities,Financials,NY
Xcel Energy,256,2017,Utilities: Gas and Electric,Energy,MN
CSX,257,2017,Railroads,Transportation,FL
Unum Group,258,2017,"Insurance: Life, Health (Stock)",Financials,TN
Jacobs Engineering Group,259,2017,Engineering & Construction,Engineering & Construction,TX
Lennar,260,2017,Homebuilders,Engineering & Construction,FL
Group 1 Automotive,261,2017,"Automotive Retailing, Services",Retailing,TX
Leucadia National,262,2017,Diversified Financials,Financials,NY
Entergy,263,2017,Utilities: Gas and Electric,Energy,LA
PayPal Holdings,264,2017,Financial Data Services,Business Services,CA
Applied Materials,265,2017,Semiconductors and Other Electronic Components,Technology,CA
Voya Financial,266,2017,Diversified Financials,Financials,NY
Mastercard,267,2017,Financial Data Services,Business Services,NY
Priceline Group,268,2017,Internet Services and Retailing,Technology,CT
Liberty Interactive,269,2017,Internet Services and Retailing,Retailing,CO
AutoZone,270,2017,Specialty Retailers: Other,Retailing,TN
State Street Corp.,271,2017,Commercial Banks,Financials,MA
DTE Energy,272,2017,Utilities: Gas and Electric,Energy,MI
L3 Technologies,273,2017,Aerospace & Defense,Aerospace & Defense,NY
HollyFrontier,274,2017,Petroleum Refining,Energy,TX
Praxair,275,2017,Chemicals,Chemicals,CT
Universal Health Services,276,2017,Health Care: Medical Facilities,Health Care,PA
Discover Financial Services,277,2017,Commercial Banks,Financials,IL
Occidental Petroleum,278,2017,"Mining, Crude-Oil Production",Energy,TX
United States Steel,279,2017,Metals,Materials,PA
Sempra Energy,280,2017,Utilities: Gas and Electric,Energy,CA
Baxter International,281,2017,Medical Products and Equipment,Health Care,IL
W.W. Grainger,282,2017,Wholesalers: Diversified,Wholesalers,IL
Autoliv,283,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
Norfolk Southern,284,2017,Railroads,Transportation,VA
Baker Hughes,285,2017,"Oil and Gas Equipment, Services",Energy,TX
Ally Financial,286,2017,Diversified Financials,Financials,MI
Sonic Automotive,287,2017,"Automotive Retailing, Services",Retailing,NC
Owens & Minor,288,2017,Wholesalers: Health Care,Wholesalers,VA
Huntsman,289,2017,Chemicals,Chemicals,TX
Laboratory Corp. of America,290,2017,Health Care: Pharmacy and Other Services,Health Care,NC
Murphy USA,291,2017,Specialty Retailers: Other,Retailing,AR
Advance Auto Parts,292,2017,Specialty Retailers: Other,Retailing,VA
Fidelity National Financial,293,2017,Insurance: Property and Casualty (Stock),Financials,FL
Air Products & Chemicals,294,2017,Chemicals,Chemicals,PA
Hormel Foods,295,2017,Food Consumer Products,"Food, Beverages & Tobacco",MN
Hertz Global Holdings,296,2017,"Automotive Retailing, Services",Retailing,FL
MGM Resorts International,297,2017,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",NV
Corning,298,2017,"Electronics, Electrical Equipment",Industrials,NY
Republic Services,299,2017,Waste Management,Business Services,AZ
Alcoa,300,2017,Metals,Materials,NY
Fidelity National Information Services,301,2017,Financial Data Services,Business Services,FL
Pacific Life,302,2017,"Insurance: Life, Health (Stock)",Financials,CA
SunTrust Banks,303,2017,Commercial Banks,Financials,GA
LKQ,304,2017,Wholesalers: Diversified,Wholesalers,IL
BorgWarner,305,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
Ball,306,2017,"Packaging, Containers",Materials,CO
CST Brands,306,2017,Specialty Retailers: Other,Retailing,TX
Public Service Enterprise Group,306,2017,Utilities: Gas and Electric,Energy,NJ
Eastman Chemical,309,2017,Chemicals,Chemicals,TN
eBay,310,2017,Internet Services and Retailing,Technology,CA
Mohawk Industries,311,2017,"Home Equipment, Furnishings",Household Products,GA
Oneok,312,2017,Pipelines,Energy,OK
Frontier Communications,313,2017,Telecommunications,Telecommunications,CT
Netflix,314,2017,Internet Services and Retailing,Technology,CA
American Family Insurance Group,315,2017,Insurance: Property and Casualty (Stock),Financials,WI
Thrivent Financial for Lutherans,316,2017,"Insurance: Life, Health (Mutual)",Financials,MN
Expedia,317,2017,Internet Services and Retailing,Technology,WA
Lithia Motors,318,2017,"Automotive Retailing, Services",Retailing,OR
Avis Budget Group,319,2017,"Automotive Retailing, Services",Retailing,NJ
Reliance Steel & Aluminum,320,2017,Metals,Materials,CA
GameStop,321,2017,Specialty Retailers: Other,Retailing,TX
Tenneco,322,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,IL
O'Reilly Automotive,323,2017,Specialty Retailers: Other,Retailing,MO
Peter Kiewit Sons',324,2017,Engineering & Construction,Engineering & Construction,NE
United Natural Foods,325,2017,Wholesalers: Food and Grocery,Wholesalers,RI
salesforce.com,326,2017,Computer Software,Technology,CA
Boston Scientific,327,2017,Medical Products and Equipment,Health Care,MA
Newmont Mining,328,2017,"Mining, Crude-Oil Production",Energy,CO
Genworth Financial,329,2017,"Insurance: Life, Health (Stock)",Financials,VA
Live Nation Entertainment,330,2017,Entertainment,Media,CA
Veritiv,331,2017,Wholesalers: Diversified,Wholesalers,GA
News Corp.,332,2017,"Publishing, Printing",Media,NY
Crown Holdings,333,2017,"Packaging, Containers",Materials,PA
Global Partners,334,2017,Wholesalers: Diversified,Wholesalers,MA
PVH,335,2017,Apparel,Apparel,NY
Level 3 Communications,336,2017,Telecommunications,Telecommunications,CO
Navistar International,337,2017,Construction and Farm Machinery,Industrials,IL
Univar,338,2017,Wholesalers: Diversified,Wholesalers,IL
Campbell Soup,339,2017,Food Consumer Products,"Food, Beverages & Tobacco",NJ
Dick's Sporting Goods,340,2017,Specialty Retailers: Other,Retailing,PA
Weyerhaeuser,341,2017,Forest and Paper Products,Materials,WA
Mutual of Omaha Insurance,342,2017,"Insurance: Life, Health (Stock)",Financials,NE
Chesapeake Energy,343,2017,"Mining, Crude-Oil Production",Energy,OK
Anadarko Petroleum,344,2017,"Mining, Crude-Oil Production",Energy,TX
Interpublic Group,345,2017,"Advertising, Marketing",Business Services,NY
J.M. Smucker,346,2017,Food Consumer Products,"Food, Beverages & Tobacco",OH
Steel Dynamics,347,2017,Metals,Materials,IN
Foot Locker,348,2017,Specialty Retailers: Apparel,Retailing,NY
Western Refining,349,2017,Petroleum Refining,Energy,TX
SpartanNash,350,2017,Wholesalers: Food and Grocery,Wholesalers,MI
Dean Foods,351,2017,Food Consumer Products,"Food, Beverages & Tobacco",TX
Zimmer Biomet Holdings,352,2017,Medical Products and Equipment,Health Care,IN
PulteGroup,353,2017,Homebuilders,Engineering & Construction,GA
W.R. Berkley,354,2017,Insurance: Property and Casualty (Stock),Financials,CT
Quanta Services,355,2017,Engineering & Construction,Engineering & Construction,TX
EOG Resources,356,2017,"Mining, Crude-Oil Production",Energy,TX
Charles Schwab,357,2017,Securities,Financials,CA
Eversource Energy,358,2017,Utilities: Gas and Electric,Energy,MA
Anixter International,359,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,IL
EMCOR Group,360,2017,Engineering & Construction,Engineering & Construction,CT
Assurant,361,2017,Insurance: Property and Casualty (Stock),Financials,NY
CenterPoint Energy,362,2017,Utilities: Gas and Electric,Energy,TX
Harris,363,2017,Network and Other Communications Equipment,Technology,FL
HD Supply Holdings,364,2017,Wholesalers: Diversified,Wholesalers,GA
PPL,365,2017,Utilities: Gas and Electric,Energy,PA
Quest Diagnostics,366,2017,Health Care: Pharmacy and Other Services,Health Care,NJ
Williams,367,2017,Energy,Energy,OK
WEC Energy Group,368,2017,Utilities: Gas and Electric,Energy,WI
Hershey,369,2017,Food Consumer Products,"Food, Beverages & Tobacco",PA
AGCO,370,2017,Construction and Farm Machinery,Industrials,GA
Ralph Lauren,371,2017,Apparel,Apparel,NY
Masco,372,2017,"Home Equipment, Furnishings",Household Products,MI
WESCO International,373,2017,Wholesalers: Diversified,Wholesalers,PA
LifePoint Health,374,2017,Health Care: Medical Facilities,Health Care,TN
National Oilwell Varco,375,2017,"Oil and Gas Equipment, Services",Energy,TX
Kindred Healthcare,376,2017,Health Care: Medical Facilities,Health Care,KY
Mosaic,377,2017,Chemicals,Chemicals,MN
Alliance Data Systems,378,2017,Financial Data Services,Business Services,TX
Computer Sciences,379,2017,Information Technology Services,Technology,VA
Huntington Ingalls Industries,380,2017,Aerospace & Defense,Aerospace & Defense,VA
Leidos Holdings,381,2017,Information Technology Services,Technology,VA
Erie Insurance Group,382,2017,Insurance: Property and Casualty (Mutual),Financials,PA
Tesla,383,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,CA
Ascena Retail Group,384,2017,Specialty Retailers: Apparel,Retailing,NJ
Darden Restaurants,385,2017,Food Services,"Hotels, Restaurants & Leisure",FL
Harman International Industries,386,2017,"Electronics, Electrical Equipment",Industrials,CT
Nvidia,387,2017,Semiconductors and Other Electronic Components,Technology,CA
R.R. Donnelley & Sons,388,2017,"Publishing, Printing",Media,IL
Fifth Third Bancorp,389,2017,Commercial Banks,Financials,OH
Quintiles IMS Holdings,390,2017,Health Care: Pharmacy and Other Services,Health Care,NC
Jones Lang LaSalle,391,2017,Real Estate,Financials,IL
Dover,392,2017,Industrial Machinery,Industrials,IL
Spirit AeroSystems Holdings,393,2017,Aerospace & Defense,Aerospace & Defense,KS
Ryder System,394,2017,"Trucking, Truck Leasing",Transportation,FL
A-Mark Precious Metals,395,2017,Miscellaneous,Materials,CA
Tractor Supply,396,2017,Specialty Retailers: Other,Retailing,TN
Sealed Air,397,2017,"Packaging, Containers",Materials,NC
Auto-Owners Insurance,398,2017,Insurance: Property and Casualty (Mutual),Financials,MI
Yum China Holdings,399,2017,Food Services,"Hotels, Restaurants & Leisure",TX
Calpine,400,2017,Energy,Energy,TX
Owens-Illinois,401,2017,"Packaging, Containers",Materials,OH
Targa Resources,402,2017,Pipelines,Energy,TX
JetBlue Airways,403,2017,Airlines,Transportation,NY
Jones Financial (Edward Jones),403,2017,Securities,Financials,MO
Franklin Resources,405,2017,Securities,Financials,CA
Activision Blizzard,406,2017,Computer Software,Technology,CA
J.B. Hunt Transport Services,407,2017,"Trucking, Truck Leasing",Transportation,AR
Constellation Brands,408,2017,Beverages,"Food, Beverages & Tobacco",NY
NCR,409,2017,"Computers, Office Equipment",Technology,GA
Asbury Automotive Group,410,2017,"Automotive Retailing, Services",Retailing,GA
American Financial Group,411,2017,Insurance: Property and Casualty (Stock),Financials,OH
Discovery Communications,412,2017,Entertainment,Media,MD
Berry Global Group,413,2017,"Packaging, Containers",Materials,IN
Sanmina,414,2017,Semiconductors and Other Electronic Components,Technology,CA
CalAtlantic Group,415,2017,Homebuilders,Engineering & Construction,VA
Dr Pepper Snapple Group,416,2017,Beverages,"Food, Beverages & Tobacco",TX
Dillard's,417,2017,General Merchandisers,Retailing,AR
HRG Group,418,2017,Household and Personal Products,Household Products,NY
CMS Energy,419,2017,Utilities: Gas and Electric,Energy,MI
Graybar Electric,420,2017,Wholesalers: Diversified,Wholesalers,MO
Builders FirstSource,421,2017,"Building Materials, Glass",Materials,TX
Yum Brands,422,2017,Food Services,"Hotels, Restaurants & Leisure",KY
Casey's General Stores,423,2017,Specialty Retailers: Other,Retailing,IA
Amphenol,424,2017,Network and Other Communications Equipment,Technology,CT
Oshkosh,425,2017,Construction and Farm Machinery,Industrials,WI
iHeartMedia,426,2017,Entertainment,Media,TX
TreeHouse Foods,427,2017,Food Consumer Products,"Food, Beverages & Tobacco",IL
Alleghany,428,2017,Insurance: Property and Casualty (Stock),Financials,NY
Expeditors International of Washington,429,2017,Transportation and Logistics,Transportation,WA
Avery Dennison,430,2017,"Packaging, Containers",Materials,CA
Ameren,431,2017,Utilities: Gas and Electric,Energy,MO
Hanesbrands,432,2017,Apparel,Apparel,NC
Motorola Solutions,433,2017,Network and Other Communications Equipment,Technology,IL
St. Jude Medical,434,2017,Medical Products and Equipment,Health Care,MN
Harley-Davidson,435,2017,Transportation Equipment,Transportation,WI
Regions Financial,436,2017,Commercial Banks,Financials,AL
Intercontinental Exchange,437,2017,Securities,Financials,GA
Alaska Air Group,438,2017,Airlines,Transportation,WA
Old Republic International,439,2017,Insurance: Property and Casualty (Stock),Financials,IL
Lam Research,440,2017,Semiconductors and Other Electronic Components,Technology,CA
AK Steel Holding,441,2017,Metals,Materials,OH
Rockwell Automation,442,2017,"Electronics, Electrical Equipment",Industrials,WI
Adobe Systems,443,2017,Computer Software,Technology,CA
Avon Products,444,2017,Household and Personal Products,Household Products,NY
Terex,445,2017,Construction and Farm Machinery,Industrials,CT
NVR,446,2017,Homebuilders,Engineering & Construction,VA
Dana,447,2017,Motor Vehicles & Parts,Motor Vehicles & Parts,OH
Realogy Holdings,448,2017,Real Estate,Financials,NJ
American Tower,449,2017,Telecommunications,Telecommunications,MA
Packaging Corp. of America,450,2017,"Packaging, Containers",Materials,IL
Citizens Financial Group,451,2017,Commercial Banks,Financials,RI
United Rentals,452,2017,Miscellaneous,Business Services,CT
Clorox,453,2017,Household and Personal Products,Household Products,CA
Genesis Healthcare,454,2017,Health Care: Medical Facilities,Health Care,PA
M&T Bank Corp.,455,2017,Commercial Banks,Financials,NY
Ingredion,456,2017,Food Production,"Food, Beverages & Tobacco",IL
UGI,457,2017,Energy,Energy,PA
Owens Corning,458,2017,"Building Materials, Glass",Materials,OH
S&P Global,459,2017,Financial Data Services,Business Services,NY
Markel,460,2017,Insurance: Property and Casualty (Stock),Financials,VA
Wyndham Worldwide,461,2017,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",NJ
Arthur J. Gallagher,462,2017,Diversified Financials,Financials,IL
Burlington Stores,463,2017,Specialty Retailers: Apparel,Retailing,NJ
First American Financial,464,2017,Insurance: Property and Casualty (Stock),Financials,CA
Symantec,465,2017,Computer Software,Technology,CA
Patterson,466,2017,Wholesalers: Health Care,Wholesalers,MN
Olin,467,2017,Chemicals,Chemicals,MO
NetApp,468,2017,Computer Peripherals,Technology,CA
Raymond James Financial,469,2017,Securities,Financials,FL
TravelCenters of America,470,2017,Specialty Retailers: Other,Retailing,OH
Fiserv,471,2017,Financial Data Services,Business Services,WI
Host Hotels & Resorts,472,2017,Real Estate,Financials,MD
Insight Enterprises,473,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,AZ
Mattel,474,2017,"Toys, Sporting Goods",Household Products,CA
AmTrust Financial Services,475,2017,Insurance: Property and Casualty (Stock),Financials,NY
Cincinnati Financial,476,2017,Insurance: Property and Casualty (Stock),Financials,OH
Simon Property Group,477,2017,Real Estate,Financials,IN
Western Union,478,2017,Financial Data Services,Business Services,CO
KeyCorp,479,2017,Commercial Banks,Financials,OH
Delek US Holdings,480,2017,Petroleum Refining,Energy,TN
Booz Allen Hamilton Holding,481,2017,Information Technology Services,Technology,VA
Chemours,482,2017,Chemicals,Chemicals,DE
Western & Southern Financial Group,483,2017,"Insurance: Life, Health (Mutual)",Financials,OH
Celanese,484,2017,Chemicals,Chemicals,TX
Windstream Holdings,485,2017,Telecommunications,Telecommunications,AR
Seaboard,486,2017,Food Production,"Food, Beverages & Tobacco",KS
Essendant,487,2017,Wholesalers: Electronics and Office Equipment,Wholesalers,IL
Apache,488,2017,"Mining, Crude-Oil Production",Energy,TX
Airgas,489,2017,Wholesalers: Diversified,Wholesalers,PA
Kelly Services,490,2017,Temporary Help,Business Services,MI
Liberty Media,491,2017,Entertainment,Media,CO
Rockwell Collins,492,2017,Aerospace & Defense,Aerospace & Defense,IA
Robert Half International,493,2017,Temporary Help,Business Services,CA
CH2M Hill,494,2017,Engineering & Construction,Engineering & Construction,CO
Big Lots,495,2017,Specialty Retailers: Other,Retailing,OH
Michaels Cos.,496,2017,Specialty Retailers: Other,Retailing,TX
Toll Brothers,497,2017,Homebuilders,Engineering & Construction,PA
Yahoo,498,2017,Internet Services and Retailing,Technology,CA
Vistra Energy,499,2017,Energy,Energy,TX
ABM Industries,500,2017,Diversified Outsourcing Services,Business Services,NY
Walmart,1,2018,General Merchandisers,Retailing,AR
Exxon Mobil,2,2018,Petroleum Refining,Energy,TX
Berkshire Hathaway,3,2018,Insurance: Property and Casualty (Stock),Financials,NE
Apple,4,2018,"Computers, Office Equipment",Technology,CA
UnitedHealth Group,5,2018,Health Care: Insurance and Managed Care,Health Care,MN
McKesson,6,2018,Wholesalers: Health Care,Wholesalers,CA
CVS Health,7,2018,Health Care: Pharmacy and Other Services,Health Care,RI
Amazon.com,8,2018,Internet Services and Retailing,Retailing,WA
AT&T,9,2018,Telecommunications,Telecommunications,TX
General Motors,10,2018,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
Ford Motor,11,2018,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
AmerisourceBergen,12,2018,Wholesalers: Health Care,Wholesalers,PA
Chevron,13,2018,Petroleum Refining,Energy,CA
Cardinal Health,14,2018,Wholesalers: Health Care,Wholesalers,OH
Costco,15,2018,General Merchandisers,Retailing,WA
Verizon,16,2018,Telecommunications,Telecommunications,NY
Kroger,17,2018,Food & Drug Stores,Food & Drug Stores,OH
General Electric,18,2018,Industrial Machinery,Industrials,MA
Walgreens Boots Alliance,19,2018,Food & Drug Stores,Food & Drug Stores,IL
JPMorgan Chase,20,2018,Commercial Banks,Financials,NY
Fannie Mae,21,2018,Diversified Financials,Financials,DC
Alphabet,22,2018,Internet Services and Retailing,Technology,CA
Home Depot,23,2018,Specialty Retailers: Other,Retailing,GA
Bank of America Corp.,24,2018,Commercial Banks,Financials,NC
Express Scripts Holding,25,2018,Health Care: Pharmacy and Other Services,Health Care,MO
Wells Fargo,26,2018,Commercial Banks,Financials,CA
